Smiles,docking score
CS(=O)(=O)N1CCC(CN(C(=O)Nc2cc(Cl)nc(Cl)c2)[C@@H]2CC[C@]3(c4cccc(CN5CC[C@H](O)C5)c4)CC3C2)CC1,-6.31
CC(C)C[C@H](N)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)C(C)Cc2cccc(Cl)c2)CC1,-6.309
CN1CCN(Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CC(C)(C)CC5)CC4)cc3Oc3ccc(O)cc3Cl)cc2[N+](=O)[O-])CC1,-6.308
N#Cc1ccnc(Nc2cc(C3CCN(C4COC4)CC3)cc(N3CCC3)n2)c1,-6.308
CCCCC1(O)c2ccccc2-c2ccc(C(=O)N=C(N)N)cc21,-6.307
COc1cccc(OC)c1OCCNCC1COc2ccccc2O1,-6.306
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,-6.306
CC1CCN(C(=O)[C@H](Cc2cccc(C(=N)N)c2)NC(=O)OC(C)(C)C)CC1,-6.305
O=[N+]([O-])c1ccc(-c2cccc(N3CCNCC3)c2)cc1,-6.305
CCCn1c(=O)c2[nH]c(-c3cnn(CC4CC(=O)N(c5ccc(F)cc5)C4)c3)nc2n(CCC)c1=O,-6.305
OC[C@H]1O[C@@H](n2cnc3c(NCc4ccccc4)ncnc32)[C@H](O)[C@@H]1O,-6.304
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,-6.304
NCCC(=O)N[C@H](Cc1ccc(Cl)cc1Cl)C(=O)N1CCN(c2ncccc2CNC(=O)NCc2ccccc2F)CC1,-6.303
NC1CCN(C(=O)c2ncc(-c3ccc(S(N)(=O)=O)cc3)o2)CC1,-6.303
Cc1ccc(Oc2ccc(OCCCF)cc2CN(C)C)c(N)c1,-6.301
S=C(NCCCCCc1c[nH]cn1)NCc1ccc(Cl)cc1,-6.301
O=C(c1ccc[nH]1)c1nc(C(F)(F)F)nc2ccsc12,-6.301
CC(=O)N[C@@H](CCCCNC(=O)[C@@H]1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1c(C)cc(O)cc1C)C(=O)NCc1ccccc1,-6.301
COC1Cc2c(cnn2-c2ccccc2)C2(CCN(CC3CCCCC3)CC2)O1,-6.301
CN(C)CCCOc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1,-6.301
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H]1CCCNC(=O)CNC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cccc3ccccc23)NC1=O,-6.301
N=C(NCc1ccc(Cl)c(Cl)c1)SCCCc1c[nH]cn1,-6.301
O=C(CCc1cn[nH]c1)N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,-6.3
CCCC(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C1CCCCC1)NC(=O)Cc1cccc(c1)OCCCO2)C(=O)C(=O)NCC(=O)N[C@H](CO)c1ccccc1,-6.3
Cn1c2c(c3ccc(-n4ccc(CCc5ccccc5)nc4=O)cc31)CNCCC2,-6.299
CNCc1cc(C#CCCN2CCOCC2)ccc1Oc1ccc(SC)c(C)c1,-6.299
CCCn1c(=O)c2[nH]c(-c3cnn(CC4CC(=O)N(c5ccc(F)cc5)C4)c3)nc2n(CC)c1=O,-6.298
COc1cc(CN2CCN(CCCCCC(=O)N3Cc4cnn(C)c4Nc4ccccc43)CC2)cc(OC)c1,-6.298
CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,-6.298
CC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc1ccccc1)C(=O)N1C[C@H](OCc2ccc3ccccc3c2)C[C@@H]1CCCN=C(N)N,-6.298
CN(C)CCN(C)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,-6.298
CCCn1c(=O)c2nc(-c3ccccc3)[nH]c2n(CCC)c1=O,-6.297
COc1ccc(C)c(OC(CCN2CCC(n3c(=O)n(CSC)c4ccccc43)CC2)C(C)C)c1,-6.296
CN1CCCC(c2c(-c3ccccc3)[nH]c3ccccc23)C1,-6.296
COc1ccc2c3c1O[C@@H]1[C@@]4(O)C=CC5(C[C@@H]4[C@@](C)(O)CCc4ccccc4)[C@@H](C2)N(C)CC[C@@]315,-6.296
CCCC(=N)NCCCCNC(=O)C(CC(C)C)NC(=O)[C@]1(c2ccccc2)CC1CN1CC[C@@]2(C)c3cc(O)ccc3CC1C2C,-6.296
Clc1ccc(C2CNCc3cc(OCCCN4CCCCC4)ncc32)cc1,-6.295
Cc1cc(C(F)(F)F)ccc1C(=O)Nc1ccc(Cn2nc(C)c(CC(=O)O)c2C)cc1,-6.295
Cn1cnc(C(=O)N(Cc2cccc(OC(F)(F)F)c2)[C@@H]2C[C@@H]3CN(CC(C)(C)O)C[C@@H]3C2)c1,-6.295
CC(C)C[C@@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)O,-6.295
CCCCN(CCCC)C(=O)c1ccc2nc(Nc3cc(OC)c(OC)c(OC)c3)n(CCCN)c2c1,-6.294
O=C(NCCC(O)CN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc(-c2ccccn2)cc1,-6.294
NCc1ccccc1C1(O)CCN(C(c2cccc(F)c2)c2cccc(F)c2)CC1,-6.294
Cc1ccc(N2CCN(C(=O)[C@@H]3CN(C4CCOCC4)C[C@H]3c3ccc(Cl)cc3)CC2)c([C@@H](NC(=O)CCN(C)C)C(C)C)c1,-6.294
Cc1cccc(F)c1Oc1cccc(F)c1OC1CCNCC1,-6.294
O=C(NCCC1CCNCC1)[C@H]1CCCN1C(=O)[C@@H]1C[C@@H](O)CN1C(=O)CC(c1ccc(F)cc1)(c1ccc(F)cc1)c1ccc(F)cc1,-6.292
CC(=N)N1CCC(Oc2ccc3nc(C(C)C)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,-6.291
Cc1cc(Cl)ccc1C(=O)Nc1ccc(Cn2nc(C)c(CCC(=O)O)c2C)cc1,-6.291
N=C(N)c1ccc(Cn2ccc3cc(C(=N)N)ccc32)cc1,-6.29
COc1cc(CNC(=S)NC(CCc2ccc(C)c(C)c2)COC(=O)C(C)(C)C)c(I)cc1O,-6.29
CC(C)N1CCC(Oc2ccc3c(c2)cc2n3CCN(CCO)C2=O)CC1,-6.289
COc1cc(CC(=O)NCC(COC(=O)C(C)(C)C)Cc2ccc(C(C)(C)C)cc2)c(I)cc1O,-6.289
CC[C@H](C)N(C[C@@H](O)[C@@H]1CCC(=O)N1Cc1ccccc1Cl)[C@@H](C)CC,-6.289
N#Cc1cccc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccccc3)CCN2)c1,-6.288
CN[C@H](CNCC(=O)N(C)CCN(C)[C@H](CN[C@H](CN)CC(C)C)Cc1ccccc1)Cc1ccc(O)cc1,-6.288
O[C@@H]1[C@H](O)[C@@H](CCl)O[C@H]1n1cnc2c(NCc3cccc(I)c3)ncnc21,-6.286
FC(F)Oc1cnc(Nc2ccc([C@@H]3CNCCO3)cc2)nc1,-6.286
O=C(NCCNc1ccc(F)cc1)[C@H](CC1CCCCC1)Nc1nc2ccccc2o1,-6.285
CCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)Nc4ccc(C#N)cc4)cc3)nc2n(CCCOC)c1=O,-6.284
NC(=O)[C@@H]1CCC(=O)NCCC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](CCc2ccccc2)C(=O)N1,-6.284
Cc1cc(=O)c2c(O)c(O)c(O)c(CC(C)C)c2o1,-6.284
COc1ccc2c3c1O[C@H]1/C(=N\OCC(=O)NCCCCCCNC(=O)CCCCCn4cc(C(=O)c5cccc6ccccc56)c5ccccc54)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,-6.283
Cc1oc2c(CC(C)C)c(O)c(O)c(O)c2c(=O)c1-c1ccccc1,-6.283
NC1=N[C@@H](CCc2ccc(Nc3ccc(Cl)cc3F)cc2)CO1,-6.283
CN(C)CCc1cn(-c2ccccc2)c2ccccc12,-6.282
CNCc1cc(C#CCCN2CCSCC2)ccc1Oc1ccc(Cl)c(Cl)c1,-6.282
COc1cc(CCNC[C@H](O)COc2cccc3ccccc23)ccc1OCCSSCCN,-6.281
CN[C@@H](Cc1ccc(O)cc1)C(=O)N1CCCC1C(=O)N(C)[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(N)=O,-6.281
c1ccc(OCc2cc(N3CCNCC3)no2)cc1,-6.281
O=C(c1ccc(F)cc1)C1CCN(CCN2C(=O)OCc3cc(CCCCN4CCOCC4)ccc32)CC1,-6.279
NC(=O)[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2cccc3ccccc23)C(=O)N[C@@H](Cc2ccccc2)C(=O)N1,-6.279
CC(=N)N1CCC(Oc2ccc(N(C/C=C/c3cccc(C(=N)N)c3)C(=O)CCC(=O)O)cc2C(F)(F)F)CC1,-6.278
CC(C)NC(=O)c1ccc(OCc2conc2C2CCC(F)CN2)nc1,-6.277
O=C(N[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5)c1cn[nH]c1,-6.277
Cc1c(F)c(Nc2cccc(C(=N)N)c2)nc(Oc2cccc(C(=N)N)c2)c1F,-6.277
COc1ccccc1N1CCN(CC(O)CCNC(=O)c2ccc(-c3ccccn3)cc2)CC1,-6.276
CNCCC(Oc1cccc2ccccc12)c1cccc(C(F)(F)F)c1,-6.276
CN(C)/C=N/c1ncnc2c1ncn2CC(=O)Nc1ccc(S(N)(=O)=O)cc1,-6.276
COc1cccc(OC)c1OCCNCCOc1ccccc1OCc1ccc(Cl)cc1,-6.276
COc1cnc2cccc(CCNC(N)=O)c2c1,-6.276
COc1ccc(-c2c3n(c(=O)n(CCCCN4CCC(c5c(C)[nH]c6ccccc56)CC4)c2=O)CCCC3)cc1,-6.274
COc1cccc(OC)c1OCCNC[C@@H]1COc2cccc(OC)c2O1,-6.274
Cc1cccc(F)c1Oc1cccc(F)c1OC1CNC1,-6.274
O=C(Nc1nc(-c2ccccc2)c(C(=O)c2ccc(Cl)cc2)s1)c1ccccc1,-6.274
CC(=O)N1CCC(Oc2ccc(NC/C=C/c3cc(C(=N)N)ccc3O)cc2C(F)(F)F)CC1,-6.274
CC[C@H](C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](C)NC(=O)[C@]1(N)CCc2cc(O)ccc2C1)C(=O)N[C@H](C(=O)NCC(N)=O)[C@@H](C)CC,-6.273
CCCN(CCC)C(=O)c1ccc2nc(Nc3cc(OC)c(OC)c(OC)c3)n(CCCN)c2c1,-6.271
Fc1cccc(Cl)c1Oc1cccc(F)c1OC1CCNC1,-6.271
O=C(c1ccc(F)c(Cl)c1)N1CCC(F)(CNCc2ncc(Cl)cn2)CC1,-6.27
Fc1c(Cn2ccc3c(OC4CCN(Cc5cscn5)CC4)ncnc32)cccc1C(F)(F)F,-6.27
N=C(N)NCCC[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CCCCCNC(=O)[C@H](CCc2ccccc2)NC(=O)C1=O,-6.268
COc1ccccc1COc1ccccc1OCCNCCOc1c(OC)cccc1OC,-6.268
N#Cc1cccnc1O,-6.267
Cc1ccccc1Cn1ccc2c(OC3CCN(Cc4cscn4)CC3)ncnc21,-6.267
CCOCCn1c(N2CC[C@H](N(C)C)C2)nc2ccccc21,-6.267
Cc1c(F)c(Oc2cccc(C(=N)N)c2)nc(Oc2cccc(C(=O)C(C)C)c2)c1F,-6.267
N=C(N)NCCC[C@@H]1NC(=O)/C(=C/c2c[nH]c3cc(Br)ccc23)NC1=O,-6.267
COc1ccc(Nc2ncc(C3(N4CCN(S(C)(=O)=O)CC4)CC3)cc2-c2nc(C)nc(N)n2)cn1,-6.267
O=C(NC1CN2CCC1CC2)c1csc(-c2ccccc2)n1,-6.267
CC(C)C[C@H](N)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)C2NC(=O)CC2c2ccc(Cl)cc2)CC1,-6.266
Cc1ccc(CC(CNC(=O)Cc2ccc(NS(C)(=O)=O)c(F)c2)COC(=O)C(C)(C)C)cc1C,-6.266
CCC(C)[C@H](NCc1ccccc1)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)CCc2ccc(Cl)cc2Cl)CC1,-6.266
N#Cc1cccc([C@]23CC[C@@H](N(CCN4CC[C@@H](O)C4)C(=O)Nc4cccc(Br)c4)CC2C3)c1,-6.266
COc1ccc(N2Cc3c(F)ccc(C(F)(F)F)c3C2=O)cc1OCCN1CCC(C)CC1,-6.266
COc1cccc([N+](=O)[O-])c1OCCNCCOc1ccccc1OCc1ccccc1,-6.266
Cn1c2c(c3ccc(-n4ccc(OCc5ccccc5)cc4=O)nc31)CNCCC2,-6.265
CC(=O)c1cc(NC(=O)NCCC[C@H]2C[C@H](Cc3ccc(F)cc3)CCN2CC(F)F)cc(C(C)=O)c1,-6.263
Cc1cccc2cc(C(=O)N3CCNCC3)[nH]c12,-6.263
CCN[C@H](c1cc(C(F)(F)F)ccc1N1CCN(C(=O)CCc2ccc(Cl)cc2Cl)CC1)C(C)CC,-6.263
COc1ccccc1OCCNCC[C@H]1CO[C@H](C(c2ccccc2)c2ccccc2)O1,-6.262
O=C(NCCCCN1CCN(c2ccccc2OCCF)CC1)c1ccc(-c2ccsc2)cc1,-6.262
CCOC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,-6.262
CC(=O)NCCc1ccccc1-c1onc([C@H]2CNCC[C@]2(O)c2ccc(F)c(F)c2)c1C(C)O,-6.261
COCCNCc1cnc(Nc2ccc(OC)nc2)c(-c2nc(C)nc(N)n2)c1,-6.261
CCc1[nH]c2ccc(OC)cc2c1CCN(C)C,-6.261
CN(C)CC(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccc2CNCCc2cccs2)CC1,-6.261
O=C(N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccc2CNCCCn2ccnc2)CC1)[C@H]1Cc2ccccc2CN1,-6.26
O=[N+]([O-])c1nc(NCc2ccccc2)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1,-6.259
CNCc1cc(C#CCCN(C)C2CC2)ccc1Oc1ccc(SC)cc1,-6.259
CC(C)Cn1c(=O)c2nc[nH]c2n(CC(C)C)c1=O,-6.259
C[C@@H](Cc1ccc(O)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,-6.258
Cc1ccc2nccc(NCCCCCCCNc3ccnc4ccc(C)cc34)c2c1,-6.258
CS(=O)(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(CN)c(N)c1)C(c1ccccc1)c1ccccc1,-6.258
COc1ccc(CNc2ccc([C@H]3CNCCO3)cc2)cc1,-6.257
CC1(C)NCCc2c1oc1cc(S(=O)(=O)c3ccccc3)ccc21,-6.257
O=C(N[C@@H]1Cc2ccccc2[C@@H]1O)C(OCc1ccccc1)[C@H](O)[C@@H](O)C(OCc1ccccc1)C(=O)N[C@@H]1Cc2ccccc2[C@@H]1O,-6.257
CCCN(CCNC(=O)/N=N/c1cc(F)c(F)c(F)c1)C1Cc2ccccc2C1,-6.257
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2CC1C(=O)NCCCCCCNC(=O)C1Cc2ccccc2CN1C(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,-6.256
CNCc1cc(C(=O)N2CCN(C3CCC3)CC2)ccc1Oc1ccc(Cl)cc1,-6.256
O=C1/C(=C/c2ccccc2N2CCNCC2)SCCN1c1ccc(F)cc1F,-6.256
CC(=N)N1CCC(Oc2ccc3nc(CCC(=O)O)n(Cc4ccc5ccc(C(=N)N)cc5c4)c3c2)CC1,-6.256
CC(C)N1C[C@@H](C(=O)N2CCN(c3ccccc3CNc3ccccc3N)CC2)[C@H](c2ccc(Cl)cc2)C1,-6.256
NC1CN(c2cc(-c3cccc(C(=O)O)c3)ncn2)CC1c1cc(F)c(F)cc1F,-6.255
NC(=O)[C@H]1CCCN1C(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1,-6.254
NC(=O)C[C@H](N)C(=O)N[C@H](Cc1ccccc1)C(=O)N1C[C@@H](OCc2ccc3ccccc3c2)C[C@H]1CCCN=C(N)N,-6.254
Cc1cc(O)cc(C)c1C[C@H](N)C(=O)N1Cc2ccccc2CC1C(=O)NCCCc1nc(O)c(CCCNC(=O)C2Cc3ccccc3CN2C(=O)[C@@H](N)Cc2c(C)cc(O)cc2C)nc1C,-6.253
CNC1CN(c2nc(N)nc3cc(C4CC4)cnc23)C1,-6.253
COc1ccc(Nc2ccc(CCNCC(O)c3ccc(O)c(CO)c3)cc2)cc1-c1ccccc1,-6.253
C[C@@H](Cc1ccccc1)NC[C@@H](O)c1cc(O)cc(O)c1,-6.252
CC(Cc1ccccc1)Nc1cc(Cl)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,-6.252
O=C1NC2(CCCc3ccccc32)C(=O)N1CCCN1CCN(c2cccc(Cl)c2)CC1,-6.251
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc(C(=O)O)cc3)c[nH]2)CC1,-6.251
CONc1nc([N+](=O)[O-])nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-6.25
COc1cc(CCN(C)Cc2cccc(O)c2OC)ccc1O,-6.249
O=C(NCc1cccc(C(F)(F)F)c1)[C@@H](CC(=O)N1CCC(CN2CCCCC2)CC1)N1C(=O)[C@@H](N2C(=O)OC[C@@H]2c2ccccc2)[C@H]1/C=C/c1ccccc1,-6.249
OC[C@@]12C[C@@H]1[C@@H](n1cnc3c(N[C@H](C4CCC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,-6.249
N=C(N)NCCCNC(=O)[C@@H]1CS[C@H]2CC[C@@H](NS(=O)(=O)Cc3ccccc3)C(=O)N21,-6.249
Cc1nc2c(Oc3cc(C(=N)N)ccc3O)nc(Oc3cccc(C(=O)N(C)C)c3)nc2n1Cc1ccccc1,-6.249
Fc1ccc(Cn2cc(NCCN3CCC(F)(F)CC3)nn2)cc1F,-6.248
Nc1ccnc(Nc2ccc(Oc3ccc(Cl)cc3)cc2)c1,-6.248
CC(=N)N1CCC(Oc2ccc(N(C/C=C/c3cc(C(=N)N)ccc3O)C(=O)CCC(=O)O)cc2C(F)(F)F)CC1,-6.248
Cc1ccc(-c2cc(C(=O)NCCCCN3CCOCC3)n[nH]2)s1,-6.248
NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)Cc1ccc(O)cc1)c1ccccc1,-6.248
CC(C)C[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@@H](NC(=O)[C@@H](N)Cc2ccc(O)cc2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCc1cc(C(F)(F)F)cc(C(F)(F)F)c1,-6.246
Nc1nc(SCCc2ccccc2)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-6.246
Fc1ccc(-c2n[nH]cc2N2CCCNCC2)cc1,-6.244
CN(C)CCN(Cc1ccc(-c2ccc(CNCCc3ccccc3)cc2)cc1)C(=O)/C=C/c1ccccc1,-6.244
NS(=O)(=O)c1ccc(CCNC(=S)N[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc1,-6.244
CCC(=O)Cn1c(=O)n(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c2ccccc21,-6.243
Cc1cc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](NS(C)(=O)=O)C(c2ccccc2)c2ccccc2)ccc1CN,-6.243
CC(C)(C)CNc1nccc(N2CCN(C(=N)N)CC2)n1,-6.243
Fc1ccccc1Oc1ccccc1OC1CCNCC1,-6.243
CCN(CC)CCCOc1cc2c(cn1)C(c1ccc(OC)cc1)CNC2,-6.243
COc1ccc(Cn2c([C@H](Cc3c[nH]c4ccccc34)NC(C)=O)nnc2[C@@H](Cc2c[nH]c3ccccc23)NC(=O)c2ccccn2)cc1,-6.242
Cn1c2c(c3ccc(-n4ccc(OCc5ccc(F)cn5)cc4=O)nc31)CNCCC2,-6.242
NC(Cc1ccccc1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(C2(CNC(=O)Cc3ccccc3)CCCCC2)CC1,-6.242
OC(CNC1CCCC1)COc1cccc2[nH]ccc12,-6.241
c1ccc(Cc2ccccc2OCCN2CCCCCC2)cc1,-6.241
CN1CCC=C(c2nsnc2OCCCCCCCC2CCN(CCCN3C(=O)CCc4ccccc43)CC2)C1,-6.241
CC(C)NC[C@H](O)COc1ccccc1CCCNC(=O)NCCCc1ccccc1OC[C@@H](O)CNC(C)C,-6.241
COc1cccc(Oc2cncc(C3=CC4CNCC(C3)C4)c2)c1,-6.241
CC(C)[C@H](NC(=O)[C@H](CCC(=O)O)NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@H](C(=O)N1CCC[C@@H]1C(=O)N[C@@H](CCc1ccc(Br)cc1)B1O[C@@H]2C[C@@H]3C[C@@H](C3(C)C)[C@]2(C)O1)C(C)C,-6.241
COCCn1c(=O)n(C2CCN(CCC(Oc3cc(OC)ccc3C)C(C)C)CC2)c2ccccc21,-6.24
CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(F)c4)c3)nc2n(CCC)c1=O,-6.24
CCCn1c(=O)n(C)c(=O)c2[nH]c(-c3ccsc3)nc21,-6.239
COc1cccc2c1C1CCN(CCCCNC(=O)C3=Cc4ccccc4CN3)CC1=N2,-6.239
COC(=O)Nc1ccc2c(c1)NC(=O)CC(O)C(O)C[C@H](NC(=O)/C=C/c1cc(Cl)ccc1-n1cnnn1)c1nc-2c[nH]1,-6.239
Cc1ccc(Cl)c(OC[C@@H](O)CN2CCC(n3c(O)nc4ccccc43)CC2)c1,-6.239
Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,-6.239
Oc1ccc2c3c1O[C@H]1c4ncc(-c5ccc(Cl)cc5)cc4C[C@@]4(O)[C@@H](C2)N(CC2CC2)CC[C@]314,-6.239
C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,-6.238
NCC(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccccc2CNCCc2cccs2)CC1,-6.238
Cc1cn([C@H]2C[C@H](n3cc(Cn4c(=O)oc5ccc(S(N)(=O)=O)cc54)nn3)[C@@H](CO)O2)c(=O)[nH]c1=O,-6.238
Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-6.238
O=S(=O)(NCCCCN1CCN(c2cccc(Cl)c2Cl)CC1)c1ccc2cccnc2c1,-6.237
NC[C@H]1CC[C@H](C(=O)N[C@@H](Cc2ccccc2)c2nc(-c3ccc(C(N)=O)cc3)c(Cl)[nH]2)CC1,-6.237
CC(C)(C)NC(=O)N[C@H](Cc1ccc(Cl)cc1Cl)C(=O)N1CCN(c2ccccc2CNCCc2cccs2)CC1,-6.235
COc1cc(OC)c(OC)cc1CCC(=O)N1CCN(c2ccc(C(F)(F)F)cc2[C@@H](N)CC(C)C)CC1,-6.235
NS(=O)(=O)c1ccc(C(=O)N2CCNC[C@H]2CCO)cc1,-6.234
CN1CC2C=C(c3cncc(Oc4ccccc4)c3)CC(C2)C1,-6.234
CC(NC1CCCNC1)c1ccccc1N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)CCc2ccccc2)CC1,-6.233
COc1cc2c(cc1O)CN(Cc1ccccc1CNC(=O)c1ccccc1OC)CC2,-6.232
CCCn1c(=O)c2[nH]c(-c3ccc(OCC(=O)N4CCC(O)(c5ccccc5)CC4)cc3)cc2n(CCC)c1=O,-6.232
CCN(CC)CC(CC1CCCCC1)N1CCN(C(=O)[C@@H](Cc2ccc(Cl)cc2)NC(=O)CC2Cc3ccccc3N2)CC1,-6.231
OC1(c2cccc(C(F)(F)F)c2)CCN(Cc2ccn(-c3ccccc3)c2)CC1,-6.231
N#Cc1ccc(N(c2ccc(CC[C@H]3COC(N)=N3)cc2)c2ccc(C#N)cn2)nc1,-6.23
O=C[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](Cc1ccccc1)NC(=O)OCc1ccccc1,-6.23
Nc1n[nH]c2cc(-c3nc([C@H](Cc4ccccc4)NC(=O)NCc4cccc(Cl)c4)[nH]c3Cl)ccc12,-6.229
OC1(C(CN2CCNCC2)c2cccc(F)c2)CCCCC1,-6.229
Cc1ccc(C(=O)Nc2cccc(CC(C)NC[C@H](O)c3ccc(O)c4[nH]c(=O)ccc34)c2)cc1N(C)C(=O)CCN1CCC(OC(=O)Nc2ccccc2-c2ccccc2)CC1,-6.229
Fc1ccc(Oc2cncc(C3=CC4CNCC(C3)C4)c2)cc1,-6.228
COc1ccc(CC(=O)N2CCC3(CC2)CN([C@@H]2CCc4cc(-c5cc(C)ncn5)ccc42)C3)c(C(N)=O)c1,-6.228
OC[C@@H](Cc1ccccc1)Nc1nc(Cl)nc2c1ncn2C1O[C@H](CO)[C@@H](O)[C@H]1O,-6.228
N=C(N)c1cccc(-c2noc(CO)c2C(=O)Nc2ccc(-c3ccccc3S(N)(=O)=O)cc2)c1,-6.227
CN(C)C(=O)c1cccc(Oc2nc(Oc3cc(C(=N)N)ccc3O)c(F)c(OC3CCN(CC(=O)O)CC3)c2F)c1,-6.227
C[C@H](Cc1ccc(N)cc1)NC[C@@H](O)c1cc(O)cc(O)c1,-6.226
COc1ccccc1Sc1ccc2c(c1)N1CCNCC1C2,-6.226
C[C@H]1CN(CCc2ccccc2)[C@H](CCN)C[C@@]1(C)c1cccc(O)c1,-6.225
COCCCc1cc(CCCCNS(C)(=O)=O)c(Cl)c(CN(C(=O)[C@H]2CNCC[C@@]23OCc2cc(F)c(F)cc23)C2CC2)c1,-6.224
CCS(=O)(=O)C[C@@H](O)COc1ccc(-n2cnn3cc(-c4ncc(Cl)cn4)cc3c2=O)cc1OC,-6.224
COc1ccc(Cc2ccccc2)cc1[C@@H](C)NC(=O)[C@@H](N)Cc1c(C)cc(O)cc1C,-6.224
CN(C)CC1CN(C(=O)Nc2cccc(Cl)c2)CCC1(O)c1ccccc1,-6.223
Fc1ccc2c([C@@H]3CNCC[C@H]3F)c(-c3ccsc3)[nH]c2c1,-6.222
Oc1cc2c(c(-c3ccc(Cl)cc3)c1O)CCNCC2c1ccccc1,-6.222
CC(C)CNc1cc(NCCNc2ccnc(N)n2)ncn1,-6.222
CCS(=O)(=O)N(Cc1ccccc1-c1ccccc1)[C@H]1CCN(C)C1,-6.222
Cc1ccc2c(NCCNc3ccnc4cc(C)ccc34)ccnc2c1,-6.222
