Smiles,docking score
Oc1cccc2cc3cccc(O)c3c(O)c12,-4.707
Oc1cc(Cl)c(Cl)cc1Cl,-4.706
CNc1c(C)cc2ncccc2c1N,-4.706
c1ccc2ncccc2c1,-4.706
O=c1ccc2cc3c4c(c2o1)CCCN4CCC3,-4.705
COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,-4.703
O[C@@H]1C=Cc2ccc3c(ccc4ccccc43)c2[C@H]1O,-4.702
Cc1cccc(C)c1N=Nc1c(O)ccc2ccccc12,-4.702
COc1ccc(C(=O)c2ccccc2)c(O)c1,-4.701
C1=C[C@@H]2O[C@@H]2c2ncccc21,-4.701
C1=CC2OC2c2ncccc21,-4.701
O=[N+]([O-])c1cc(-c2cccc([N+](=O)[O-])c2O)ccc1O,-4.7
CC(=O)Nc1ccc(C)c(N=[N+]([O-])c2cc(NC(C)=O)ccc2C)c1,-4.7
COc1cc(O)c2c(=O)oc3cc(O)cc(C)c3c2c1,-4.7
[N-]=[N+]=C1C=NC(=O)NC1=O,-4.699
O=c1c2c(O)cccc2oc2cc3c(c(O)c12)C1C=COC1O3,-4.699
O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,-4.697
NN1C(=O)c2ccccc2C1=O,-4.696
COc1ccc2c(c1)nc(N)n2C,-4.696
Oc1ccc2ccc3c4c(ccc3c2c1)C(O)C(O)C1OC41,-4.695
CC(=O)Nc1ccc(N=Nc2cc(C)ccc2O)cc1,-4.694
CCOP(=O)(NC(C)C)Oc1ccccc1C(=O)OC(C)C,-4.693
Nc1c(C(=O)N/N=C/c2ccccc2)[nH]c2ccccc12,-4.693
O=[N+]([O-])c1ccc(NC(O)=NCCCl)s1,-4.693
COC1(NC(=O)CSCC(N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CSC21,-4.692
O=C1CCC2(O)c3c(ccc(O)c31)-c1ccc(O)c3c1C2C1OC1C3=O,-4.692
CC(C)(Oc1ccc(C2CCCc3ccccc32)cc1)C(=O)O,-4.691
O=[N+]([O-])c1ccc2c(c1)CCN2,-4.691
CCCCCCCCCCCCCC(=O)[N-][N+](C)(C)CC(C)O,-4.691
Nc1ccc(-c2cc(Cl)c(N)c(Cl)c2)cc1,-4.691
OCC(CO)(CBr)CBr,-4.69
Cc1ccc2cc3c(c4c2c1CC4)C1NC1c1ccccc1-3,-4.69
Cc1c(O)cc2c(c1O)C(=O)c1ccccc1C2=O,-4.689
NCCCCC(NC(CCc1ccccc1)C(=O)O)C(=O)N1CCCC1C(=O)O,-4.689
Cc1cc(C)c2nsnc2c1[N+](=O)[O-],-4.688
O=Cc1ccccc1O,-4.686
CN[C@H](C)[C@@H](O)c1ccccc1,-4.686
Nc1ccc(Oc2cccc(Oc3ccc(N)cc3)c2)cc1,-4.685
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,-4.685
Oc1cc2ccc3cccc4ccc(n1)c2c34,-4.684
COc1cc(O)ccc1Nc1c2ccccc2nc2ccccc12,-4.682
CC1(C)CC2=C(C=O)C3(C=O)CC3(C)C(O)C2(O)C1,-4.679
O=C(CBr)c1ccccc1,-4.677
O=NN(c1ccc([N+](=O)[O-])cc1)C1OCC(O)C(O)C1O,-4.677
O=C(C(Cl)Cl)N1CCN(c2ncc([N+](=O)[O-])s2)C1=O,-4.675
OC1c2ccc3c4c(ccc3c2C2OC2C1O)CCC4,-4.674
CS(=O)(=O)Nc1ccc(Nc2c3ccccc3nc3cc([N-][N+]#N)ccc23)cc1,-4.674
CNc1ccc2nccnc2c1C,-4.673
c1ccc(-c2nc3ccccc3o2)cc1,-4.673
OC1c2ccc3ccc4ccccc4c3c2C2OC2C1O,-4.673
CC1NC(C(=O)O)Cc2c1[nH]c1ccccc21,-4.673
Cc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,-4.671
Nc1cccc2cccnc12,-4.671
NCc1cccc(CN)c1,-4.671
COc1cc([N+](=O)[O-])c(O)c(C(C)(C)C)c1,-4.67
O=[N+]([O-])c1cc[n+]([O-])cc1,-4.669
O=C(O)C1(O)CC(O)C(O)C(O)C1,-4.668
O=C1c2cc(O)cc(O)c2C(=O)c2c1cc1c(c2O)C2C=COC2O1,-4.668
CC(=O)Nc1ccc2c(c1)Cc1cc(O)ccc1-2,-4.668
Cc1ccc2ncccc2c1,-4.668
C=C1/C(=C/C=C2\CCCC3(C)C2CCC3C(C)CCC(O)C(C)C)CC(O)CC1O,-4.666
Cn1ccc2c3c(ccc4ccc(O)cc43)ccc21,-4.665
CC(=O)C1(c2ccccc2)CCNCC1,-4.665
Cc1nn(C)c(N)c1C(=O)c1ccccc1F,-4.663
NC(=O)c1ccccc1C(N)=O,-4.663
OC1c2ccc3ccc4c5ccccc5ccc4c3c2C2OC2C1O,-4.662
COc1cc2c(c(OC)c1CO)C(=O)c1ccccc1C2=O,-4.659
Fc1ccc2cccnc2c1,-4.659
CS(=O)(=O)c1ccc(O)c(N)c1,-4.658
Nc1cc(Cl)cc(S(=O)(=O)O)c1O,-4.658
Oc1ccc(Cl)cc1Cc1ccccc1,-4.658
NC1CCC(CC2CCC(N)CC2)CC1,-4.655
Cc1cc(O)c2c(c1)C(=O)c1c(O)c(O)cc(O)c1C2=O,-4.655
O=C(O)CCC(=O)OCC(NC(=O)C(Cl)Cl)C(O)c1ccc([NH+]([O-])O)cc1,-4.654
Cc1c2ccccc2cc2c3c(ccc12)[C@@H](O)[C@H](O)C=C3,-4.653
Cc1ccc2c(C)c3ccc4c(c3nc2c1)C=CC(O)C4O,-4.652
O=[N+]([O-])c1ccc(-c2nc3n(c2[N+](=O)[O-])CCS3)cc1,-4.651
Cc1cc2ccccc2c2cc3c(cc12)C=CC(O)C3O,-4.65
CCC(CO)(CO)CO,-4.649
Cc1cnc2ccccc2n1,-4.649
CC(O)=NN=Cc1c[n+]([O-])c2ccccc2[n+]1[O-],-4.649
O=[N+]([O-])c1ccc(N=Nc2c(O)ccc3ccccc23)c([N+](=O)[O-])c1,-4.649
[O-][NH+](O)c1ccc(/N=N/c2c(O)ccc3ccccc23)c([NH+]([O-])O)c1,-4.649
COc1cc(CNC(=O)CCCCCCC(C)C)ccc1O,-4.647
O=[N+]([O-])c1cc([N+](=O)[O-])c2[nH]c3cnc([N+](=O)[O-])cc3c2c1,-4.646
CCNc1cc2oc(=O)cc(C)c2cc1C,-4.645
c1ccc2c(c1)cnc1ccccc12,-4.644
CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)C=CC4(C)C3C(O)CC21C,-4.644
Nc1cccc2cnsc12,-4.644
CCC1=C(c2ccc(O)cc2)C(C)c2cc(O)ccc21,-4.643
CN(C)CCNC(=O)c1cccc2c(O)c3ccccc3nc12,-4.643
OOC1CCCc2ccccc21,-4.642
OO[C@@H]1CCCc2ccccc21,-4.642
Nc1ccc2cc(S(=O)(=O)O)cc(O)c2c1N=Nc1ccc(-c2ccc(N=Nc3c(N)ccc4cc(S(=O)(=O)O)cc(O)c34)cc2)cc1,-4.64
CC(=O)OCCC(C=O)c1c(O)cc2c(c1O)C(=O)c1c(O)cc(O)cc1C2=O,-4.638
Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1,-4.637
C[C@@H](O)CN(C[C@H](O)CO)N=O,-4.637
O=C(Nc1ccccc1)c1cc2ccccc2c(N=Nc2cc(Cl)ccc2Cl)c1O,-4.637
OCC1COC(CCI)O1,-4.636
COc1cc2nc3cc(N)c(OC)cc3nc2cc1N,-4.636
Cc1nc2c3c(ccc4ccc(O)cc43)ccc2n1C,-4.636
CC(=O)C1(C)OC12C=Cc1ccccc1C2=O,-4.635
CCCc1cc2ccccc2c2ccc3c(c12)C1OC1C(O)C3O,-4.634
CC(C)(C)NC(=O)SCC(NC(=O)CCC(N)C(=O)O)C(=O)NCC(=O)O,-4.634
CNc1ccc2ncc(C)nc2c1C,-4.632
CCc1cccc2c3c([nH]c12)C(C)(CC)OCC3,-4.631
OC1c2ccc3nc4c(ccc5ccccc54)cc3c2C2OC2C1O,-4.63
C[n+]1c2ccccc2c(N)c2ccccc21,-4.629
CCOC1=CC(=O)C(NC(C)=O)=CC1=O,-4.629
O=[N+]([O-])c1cccc2cnsc12,-4.628
CC(C)NCC(O)COc1cccc2c1OCC(O[N+](=O)[O-])C2,-4.628
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,-4.628
O=[N+]([O-])c1cccc2csnc12,-4.627
O=C(CCl)Nc1snc2ccc(Cl)cc12,-4.626
CCCOC(=O)c1cc(O)c(O)c(O)c1,-4.624
CCN(CC)CCn1nc2c3c(c(CO)ccc31)Sc1cc(Cl)ccc1-2,-4.624
[O-][n+]1onc2c([NH+]([O-])O)ccc(N3CC3)c21,-4.624
CCc1ccnc2ccccc12,-4.624
CNC(C)C(O)c1ccccc1,-4.623
Nc1cc([N+](=O)[O-])c(N)cc1F,-4.622
N=C1CCC(=N)c2c1c(O)c1ccccc1c2O,-4.621
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,-4.621
CNc1ccc(O)cc1,-4.619
Cn1cnc(-c2ccccc2)c1[N+](=O)[O-],-4.617
Cc1ccc2c(ccc3[nH]c4ccc5ccccc5c4c32)c1,-4.617
C/C=C/C1OC(=O)C=CC1O,-4.616
CC(=O)OCc1cc(C(C)=O)ccc1OC(C)=O,-4.614
COc1ccc2nc3cc(Cl)ccc3c(NC(C)CCCN(CCCl)CCCl)c2c1,-4.611
CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(OC)c(OC)cc21,-4.61
OC1C=Cc2c(ccc3c4c5c(cccc5cc23)C=C4)C1O,-4.61
CN(C)CCNC(=O)c1cccc2ccc(-c3ccccc3)nc12,-4.61
Nc1cc2c3c(cccc3c1)-c1ccccc1-2,-4.609
O=C1CCC(=O)N1c1cc(Cl)c(Cl)c(Cl)c1,-4.608
Nc1ccc(Oc2ccc(N)c(Cl)c2)cc1Cl,-4.606
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,-4.606
Cc1cc(Cl)ccc1O,-4.606
Nc1c2ccccc2nc2ccc(Cl)cc12,-4.605
Cc1cc2cc3cc(C)c(N)cc3nc2cc1N,-4.604
O=[N+]([O-])c1c(O)ccc2ccccc12,-4.603
[O-][NH+](O)c1c(O)ccc2ccccc12,-4.603
COc1ccc2c3c1O[C@@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,-4.603
Cc1ccc2cc3c4c(ccc3c3c2c1CC3)C=CC(O)C4O,-4.602
COC12C(=COC(N)=O)c3c(O)c(N)c(C)c(O)c3N1CC1NC12,-4.601
COc1cc(O)c2c(=O)c3cc(O)ccc3oc2c1,-4.6
CN(C)CCNS(=O)(=O)c1cccc2cccnc12,-4.599
CC(N)Cc1ccccc1,-4.598
Cc1ccnc2ccccc12,-4.597
Nc1cc(Cl)cc(Cl)c1O,-4.597
Oc1ccc2ccccc2c1N=Nc1ccc(N=Nc2ccccc2)cc1,-4.597
CC(=O)OCC(=O)[C@@]1(OC(C)=O)CC[C@H]2[C@@H]3C[C@@H](F)C4=CC(=O)C(Br)=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,-4.596
CC(C)n1c(/C=C/[C@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,-4.595
COC(=O)c1cc2c([nH]c3ccccc32)c(-c2ccc3c(n2)C(=O)C=CC3=O)n1,-4.592
CC(=O)Nc1cc2c(cc1O)-c1ccccc1C2,-4.592
CN(C)c1nc2c3cccnc3ccc2n1C,-4.592
CC(C)[C@](O)(C(=O)O)[C@@H](C)O,-4.592
O=c1oc2cccc(O)c2cc1C1CCc2ccccc2C1,-4.591
O=c1oc2cccc(O)c2cc1[C@@H]1CCc2ccccc2C1,-4.591
CC(C)(C)NCC(O)COc1ccc(O)cc1C1CCCC1,-4.591
CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,-4.591
NCCc1c[nH]c2ccccc12,-4.588
CC(=O)c1ccncc1,-4.588
CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1,-4.587
O=c1c2c(O)cccc2oc2c3c(cc(O)c12)OC1OCCC31,-4.586
COc1c2ccoc2nc2c(O)cccc12,-4.585
OC1c2ccccc2-c2cc3ccccc3c(Cl)c2C1O,-4.583
O=[N+]([O-])c1cc2c(ccc3ccccc32)c2c1C=CC(O)C2O,-4.583
COC(=O)C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)C(C)N1N=O,-4.582
CCN(CC)CCCN,-4.582
Nc1c2ccccc2nc2ccc([N+](=O)[O-])cc12,-4.582
OC1c2cccnc2C2OC2C1O,-4.582
OCCOc1cc(Cl)c(Cl)cc1Cl,-4.581
O=C1N(CO)C(O)C(O)N1CO,-4.58
C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,-4.579
O=[N+]([O-])c1ccnc2ccccc12,-4.579
CCCC[C@@H]1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O,-4.577
Oc1cccc2c3ccccc3c3cc4ccccc4cc3c12,-4.577
Clc1ccc2ncccc2c1,-4.577
CC1(C)S[C@@H]2[C@@H](NC(=O)[C@@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,-4.576
O=C(CCl)c1ccccc1,-4.572
CC(=O)c1cc(Cc2ccc(N)c(C(C)=O)c2)ccc1N,-4.572
Cc1cccc(OP(=O)(Oc2ccccc2)Oc2ccccc2)c1,-4.571
OC1c2cccc3ccc4c5ccccc5cc(c4c23)C1O,-4.57
O[C@@H]1C=Cc2c(ccc3cc4ccccc4cc23)[C@H]1O,-4.569
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,-4.569
O=[N+]([O-])c1ccc2[nH]ccc2c1,-4.568
[O-][NH+](O)c1ccc2[nH]ccc2c1,-4.568
CN(C)CCNC(=O)c1cccc2[nH]c(-c3ccccc3)nc12,-4.567
C=C1C(=O)O[C@@H]2C[C@@H](C)[C@@H]3C=CC(=O)[C@]3(C)[C@@H](O)[C@H]12,-4.566
CCc1ccc(C)nc1,-4.566
CCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,-4.565
NCN,-4.565
CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,-4.565
CC(C)(OO)c1ccccc1,-4.564
O=[N+]([O-])c1ccc2ccc3c4c(cc5ccc1c2c53)C=C[C@H](O)[C@H]4O,-4.561
OC1C=Cc2c(ccc3c2sc2ccccc23)C1O,-4.561
OC1c2cccc3c2C2(OC2C1O)c1ccc2ccccc2c1-3,-4.557
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,-4.557
O=c1ccc2ccccc2o1,-4.557
Fc1ccc2cccnc2c1F,-4.556
CN(C)CCNC(=O)c1cccc2cc3ccccc3nc12,-4.553
COc1nsc2cc(OCC3CO3)ccc12,-4.552
CC(=O)N/N=C/C1=CN(O)c2ccccc2N1O,-4.551
Oc1cccc(Nc2ccccc2)c1,-4.551
O=[N+]([O-])c1[nH]cnc1-c1ccccc1,-4.55
O=[N+]([O-])c1ccc2c3c(cccc13)-c1ccc(O)cc1-2,-4.55
COc1ccc2[nH]c(N)nc2c1,-4.548
Cl/C=C\C[N+]12CN3CN(CN(C3)C1)C2,-4.548
C=C(C)C1CCC(=C)C2C3=C(CC(C)(O)C3=O)C(=O)C(C)=CC12,-4.547
CC1(C)CC(N)CC(C)(CN)C1,-4.547
O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,-4.546
O=C1CCc2c1ccc1c3c(ccc21)C(O)C(O)C=C3,-4.546
CNc1ccc(NCCO)c2c1C(=O)c1ccccc1C2=O,-4.544
C=C(C)c1cc(O)c(C)cc1O,-4.544
O=C(O)c1cc(Cl)ccc1O,-4.543
Nc1cc(Cl)c([N+](=O)[O-])cc1O,-4.543
Nc1cc(Cl)c([NH+]([O-])O)cc1O,-4.543
COc1ccc2cc(CCC(C)=O)ccc2c1,-4.542
O=C(O)C1CSC(c2ccccc2O)N1C(=O)CCSSCCC(=O)N1C(C(=O)O)CSC1c1ccccc1O,-4.541
CCN(CC)CC#CC(C)(C)OC(=O)C(O)(c1ccccc1)C1CCCCC1,-4.541
Cc1nc2ccccc2s1,-4.541
O[C@H]1C=Cc2c(ccc3c4c5c(cccc5cc23)C=C4)[C@@H]1O,-4.541
OCC(O)CCl,-4.539
OC[C@H](O)CCl,-4.539
Nc1cccc2ncccc12,-4.539
COC1OC(=O)C(Cl)=C1C(Cl)Cl,-4.538
COc1nsc2ccc([N+](=O)[O-])cc12,-4.536
c1cnc2c(c1)CCC1OC21,-4.536
N#[N+][N-]CC(O)C(O)C(O)C(O)CO,-4.535
CCOCCc1c(-c2ccccc2)nc(N)n2ncnc12,-4.535
O=C(NO)c1ccccc1O,-4.534
CC(=O)Nc1ccc2[nH]c3c(C)c4ccncc4c(C)c3c2c1,-4.534
O=C1N(CO)[C@H](O)[C@@H](O)N1CO,-4.533
N#[N+][N-]CC(O)Cn1cnc2c(N)nc(N)nc21,-4.532
COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,-4.532
CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,-4.532
OC1c2c(cc3ccc4cccc5ccc2c3c45)C2OC2C1O,-4.531
Fc1ccnc2ccccc12,-4.531
OC1Cc2cc3cccc4ccc5ccc1c2c5c43,-4.53
O[C@@H]1Cc2cc3cccc4ccc5ccc1c2c5c43,-4.53
CC(C)Cc1nccs1,-4.529
OCCN(CCO)c1ccc2ccccc2c1,-4.529
ClCc1cccnc1,-4.528
Nc1c(O)ccc2ccccc12,-4.528
Cc1c(-c2cnccn2)ssc1=S,-4.527
O=S(=O)(O)C1C(O)c2c(cc3ccc4cccc5ccc2c3c45)C(O)C1O,-4.526
C[n+]1c2ccccc2cc2cc(N)ccc21,-4.526
NCCNCCNCCNCCNCCN,-4.525
c1ccc(-c2cccnc2)nc1,-4.525
CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,-4.525
OC1C=C2c3ccc4ccccc4c3-c3cccc(c32)C1O,-4.523
c1ccc2nccnc2c1,-4.522
NC(=O)/C(=C/c1ccc([NH+]([O-])O)o1)c1ccco1,-4.522
NC(=O)C(=Cc1ccc([NH+]([O-])O)o1)c1ccco1,-4.522
Oc1ncc2ccc3cccc4ccc1c2c34,-4.521
Nc1ccc(Cc2ccc(N)cc2)cc1,-4.521
C[C@]12CC(C=O)=C(O)C[C@@H]1CC[C@H]1[C@H]3CC[C@](C)(O)[C@@]3(C)CC[C@@H]12,-4.52
Cc1cc([N+](=O)[O-])c(C)c2c1[nH]c1ccccc12,-4.52
COc1cc2c(c3oc(O)c4c(O)ccc-4c13)C1(O)C=COC1O2,-4.517
Nc1c2ccccc2cc2ccccc12,-4.516
COc1c2c(cc3oc4c(CCC(C)(C)O)ccc(O)c4c(=O)c13)O[C@@H]1OC=C[C@@H]21,-4.516
C/C=C1/C[C@H](C)[C@](O)(CO)C(=O)OCC2=CC[N@@+]3([O-])CC[C@@H](OC1=O)[C@@H]23,-4.514
Cc1cccc(OCC(O)CNC(C)(C)C)c1C,-4.514
CCC(C)(C)c1cc(-n2nc3ccccc3n2)c(O)c(C(C)(C)CC)c1,-4.513
Clc1nncc2cnccc12,-4.513
Cn1cc2ccc([N+](=O)[O-])cc2n1,-4.513
CNN,-4.512
CN1C(=O)CCC1c1cccnc1,-4.511
CC(C)Nc1cccc2c1C(=O)c1ccccc1C2=O,-4.511
CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,-4.51
O=[N+]([O-])c1ccc2nc3ccccc3nc2c1,-4.51
CSCCC(NC=O)C(=O)NC(Cc1ccccc1)C(=O)O,-4.509
COc1ccc(C=Nn2nnc3c([nH]c4ccccc43)c2=O)cc1,-4.508
OC1C=Cc2cc3c(ccc4ccccc43)c(Br)c2C1O,-4.508
Fc1cccc2c1ccc1ncccc12,-4.506
Oc1c2ccccc2nc2occc12,-4.506
CCC1C(c2ccc(O)cc2)=C(C)c2cc(O)ccc21,-4.505
Nc1ccc(Cc2ccc(NO)c(Cl)c2)cc1Cl,-4.505
Nc1ncnc2c1ncn2-c1ccc([N+](=O)[O-])cc1[N+](=O)[O-],-4.504
O=[N+]([O-])c1ccc2sncc2c1,-4.504
OCC1=CCN2CC[C@@H](O)[C@@H]12,-4.502
COc1c2c(cc3oc4c(CCC(C)(C)O)ccc(O)c4c(=O)c13)OC1OC=CC21,-4.502
Nc1nc(-c2ccc([NH+]([O-])O)s2)cs1,-4.502
Nc1nc(-c2ccc([N+](=O)[O-])s2)cs1,-4.502
O=C1CCC(=O)N1c1cc(Cl)cc(Cl)c1,-4.498
[O-][NH+](O)c1cccc2ncccc12,-4.497
COC(=O)c1ccccc1O,-4.497
CC(=O)Nc1ccc(Cc2ccc(N)cc2)cc1,-4.496
CC(=O)C1(C)OC12C(=O)C=Cc1ccccc12,-4.496
CCOc1cccc2cccnc12,-4.495
CNC(C)Cc1ccccc1,-4.494
OC1C=Cc2c(ccc3c2-c2cccc4cccc-3c24)C1O,-4.494
O=Nc1cc2c(cc1O)OCO2,-4.494
NNc1nncc2cnccc12,-4.491
O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,-4.491
Oc1ccccc1-c1ccccc1,-4.491
CC1=C2C(=CC(C)(C)C2O)C(=O)C(C)(O)C12CC2,-4.49
CC(=O)Nc1ccc2c(c1O)Cc1ccccc1-2,-4.489
CCCCOC(=O)c1ccccc1N,-4.489
CCCCCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,-4.489
COc1cc(O)c2c(c1)C(=O)c1cc(C)cc(O)c1C2=O,-4.488
O=[N+]([O-])c1ccc(C=Cc2cccc(Cl)c2)cc1,-4.487
CCc1c2ccccc2cc2c3c(ccc12)C(O)C(O)C1OC31,-4.486
N#Cc1cc([N+](=O)[O-])ccc1N=Nc1ccc(N(CCO)CCO)cc1,-4.485
C1=CC2OC2c2cccnc21,-4.484
O=[N+]([O-])c1ccc2nc3cc([N+](=O)[O-])ccc3nc2c1,-4.483
C=C(C)C1CCC(=C)C2C3=C(CC(C)C3=O)C(=O)C(C)=CC12,-4.483
COC(=O)Nc1nc2cc(/C(=N/O)c3ccc(F)cc3)ccc2[nH]1,-4.483
Nc1cc(Cl)ccc1O,-4.483
N#[N+][N-]CC(O)Cn1cnc2c(N)ncnc21,-4.483
O=C1CCC(=O)N1c1ccc(Cl)c(Cl)c1,-4.482
CCN(CCCl)CCCNc1c2ccc(Cl)cc2nc2ccc(OC)cc12,-4.481
Nc1ccc2ccccc2c1N=Nc1ccccc1,-4.479
OC[C@@H]1CO[C@@H](CCI)O1,-4.479
Cc1cc(N)c(C)c2c1[nH]c1ccc(O)cc12,-4.479
CNC(=O)Nc1ccccc1,-4.478
CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,-4.478
O=[N+]([O-])c1ccc(C=Cc2cccc([N+](=O)[O-])c2)cc1,-4.478
O=[N+]([O-])c1ccc(NC2OCC(O)C(O)C2O)cc1,-4.478
[O-][NH+](O)c1ccc2c(O)nnc(O)c2c1,-4.477
NC(CSC(=O)NCCCl)C(=O)O,-4.476
Fc1ccc(F)c2ncccc12,-4.475
CC(C)(C)NC(=O)C1CCC2C3CC=C4C=C(C(=O)O)CCC4(C)C3CCC12C,-4.475
CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,-4.473
O=C1Cc2cc3cc([N+](=O)[O-])ccc3cc2C(O)C1O,-4.472
CC(=O)Nc1ccc2ncccc2c1,-4.472
O=c1[nH]c2c(c(=O)n1C1CCCCC1)CCC2,-4.472
c1ccc2c(c1)ccc1[nH]c3ccc4ccccc4c3c12,-4.471
COC1=CC(=O)C(=O)C(C(C)(C)C)=C1,-4.47
CCOC(=O)C1OC1c1ccccc1,-4.468
Cc1ccccc1-c1nc2ccccc2o1,-4.467
Cc1cccc2nc(O)c(O)nc12,-4.466
CC(=O)Nc1cccc(N=Nc2cccc(NC(C)=O)c2C)c1C,-4.465
CC(I)C1OCC(CO)O1,-4.465
OC1C=Cc2c(ccc3c4c(ccc23)CCC4)C1O,-4.465
Nc1ccc2cc3ccc(N)cc3nc2c1,-4.464
Nc1ccc2c(c1)-c1cccc3cccc-2c13,-4.464
O=[N+]([O-])c1c2c(c3ccc4cccc5ccc1c3c45)CCCC2O,-4.462
Cc1ccc2nc3c4c(ccc3c(CO)c2c1)C(O)C(O)C=C4,-4.461
Clc1ccc(Cl)nc1,-4.46
Cc1ccc2cc3c(ccc4ccccc43)c3c2c1C(O)C3,-4.459
O=C1c2cccc(O)c2C(=O)c2c(O)cc(CO)cc21,-4.459
CC(=O)Nc1ccc(Cc2ccc(NC(C)=O)cc2)cc1,-4.458
ClNc1ccc2c(c1)Cc1ccccc1-2,-4.457
Cn1c([N+](=O)[O-])nc2c3cccnc3ccc21,-4.457
O=c1c2[nH]c3ccccc3c2nnn1N=Cc1ccc([N+](=O)[O-])cc1,-4.456
Cc1c([N+](=O)[O-])cnc2c1nc1c(C)cccn12,-4.456
CC(C)(C)c1cc(O)ccc1O,-4.456
O=C(/C=C/c1ccccc1[N+](=O)[O-])c1ccccc1,-4.455
O=C1OCC(CBr)=C1Cl,-4.454
Nc1cccc2c(O)nnc(O)c12,-4.454
Nc1ccc2nc3ccccc3c(N)c2c1,-4.454
OC1c2ccc3ccccc3c2C2OC2C1O,-4.454
Cc1ccc(N=Nc2c(O)ccc3ccccc23)cc1,-4.453
COc1ccc(N=[N+]([O-])c2ccc(OC)cc2)cc1,-4.452
CC(C)c1cc(N)cc([N+](=O)[O-])c1N,-4.452
CCN(CC)CCNc1ccc(COS(C)(=O)=O)c2sc3ccccc3c(=O)c12,-4.451
C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-4.45
N=c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N)cc3oc-2c1,-4.449
O=[N+]([O-])c1ccc2[nH]c3ccc([N+](=O)[O-])cc3c2c1,-4.449
NCCc1c[nH]c2ccc(O)cc12,-4.449
Nc1ccc(CCc2ccc(N)cc2)cc1,-4.449
O=S(=O)(O)c1cc(Nc2ccc([NH+]([O-])O)cc2[NH+]([O-])O)ccc1Nc1ccccc1,-4.448
O=C1OCC(CCl)=C1Br,-4.448
C=C1C(=O)C23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(O)C3,-4.446
OC(c1ccc(Cl)cc1)(c1ccc(Cl)cc1)C(Cl)(Cl)Cl,-4.445
OCc1ccc2nc3c(ccc4ccccc43)c(CO)c2c1,-4.445
CCC(=O)c1c2cccc(O)c2c(O)c2c(O)cccc12,-4.444
COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,-4.443
Fc1cc2ccccc2c2ncccc12,-4.443
COC(=O)[C@]1(C(N)=O)O[C@@]1(C)[C@H](O)C(C)C,-4.443
O=C1NC(=O)C(c2ccccc2)(c2ccc(O)cc2)N1,-4.442
NC(=S)Nc1cccc2ccccc12,-4.442
